ccode,year,gdp_c2000,gdp_current,gdp_pcppp_c2000,gdp_pcppp_current
LAC,1979,1200000000000,617000000000,6248.2798,3090
LAC,1980,1270000000000,750000000000,6527.814,3520
LAC,1981,1280000000000,866000000000,6447.231,3810
LAC,1982,1260000000000,812000000000,6360.605,3990
LAC,1983,1230000000000,705000000000,6094.4058,3970
LAC,1984,1280000000000,691000000000,6180.582,4180
LAC,1985,1310000000000,717000000000,6226.3818,4340
LAC,1986,1360000000000,720000000000,6348.2988,4520
LAC,1987,1400000000000,760000000000,6406.8501,4690
LAC,1988,1410000000000,858000000000,6332.3789,4790
LAC,1989,1420000000000,978000000000,6316.8481,4960
LAC,1990,1430000000000,1100000000000,6123.8262,5000
LAC,1991,1490000000000,1180000000000,6243.8979,5270
LAC,1992,1550000000000,1280000000000,6313.2891,5450
LAC,1993,1610000000000,1400000000000,6440.4331,5690
LAC,1994,1690000000000,1600000000000,6636.3262,5990
LAC,1995,1690000000000,1690000000000,6619.583,6100
LAC,1996,1760000000000,1840000000000,6745.729,6330
LAC,1997,1860000000000,2010000000000,6986.626,6670
LAC,1998,1900000000000,2010000000000,7043.8882,6800
LAC,1999,1910000000000,1780000000000,6963.8062,6820
LAC,2000,1980000000000,1980000000000,7158.0068,7160
LAC,2001,1990000000000,1920000000000,7098.229,7270
LAC,2002,1970000000000,1700000000000,6975.7622,7250
LAC,2003,2010000000000,1770000000000,7024.8511,7440
LAC,2004,2130000000000,2020000000000,7327.937,7920
LAO,1976,,,,
LAO,1977,,,,
LAO,1978,,,,
LAO,1979,,,,
LAO,1980,,,,
LAO,1981,,,,
LAO,1982,,,,
LAO,1983,,,,
LAO,1984,723000000,1760000000,947.62421,640.49158
LAO,1985,760000000,2370000000,965.65009,672.71002
LAO,1986,797000000,1780000000,986.0741,702.25201
LAO,1987,785000000,1090000000,945.82819,692.18829
LAO,1988,768000000,599000000,901.625,682.47223
LAO,1989,878000000,714000000,1003.604,788.48932
LAO,1990,936000000,866000000,1042.639,850.84058
LAO,1991,975000000,1030000000,1058.189,893.71948
LAO,1992,1040000000,1130000000,1102.286,952.40002
LAO,1993,1100000000,1330000000,1138.427,1006.225
LAO,1994,1190000000,1540000000,1202.427,1085.208
LAO,1995,1280000000,1760000000,1258.479,1158.957
LAO,1996,1360000000,1870000000,1311.672,1230.939
LAO,1997,1460000000,1750000000,1399.433,1335.236
LAO,1998,1520000000,1290000000,1427.2469,1376.903
LAO,1999,1630000000,1450000000,1475.9301,1444.443
LAO,2000,1720000000,1720000000,1570.123,1570.123
LAO,2001,1820000000,1760000000,1612.326,1650.715
LAO,2002,1930000000,1820000000,1668.686,1734.722
LAO,2003,2030000000,2090000000,1717.651,1818.2159
LAO,2004,2150000000,2410000000,1790.725,1934.9091
LBN,1976,,,,
LBN,1977,,,,
LBN,1978,,,,
LBN,1979,,,,
LBN,1980,,,,
LBN,1981,,,,
LBN,1982,,,,
LBN,1983,,,,
LBN,1984,,,,
LBN,1985,,,,
LBN,1986,,,,
LBN,1987,,,,
LBN,1988,11600000000,3310000000,,
LBN,1989,6670000000,2720000000,1706.6331,1340.829
LBN,1990,8440000000,2840000000,2177.573,1776.998
LBN,1991,11700000000,4450000000,3318.7329,2802.917
LBN,1992,12200000000,5550000000,3531.792,3051.5481
LBN,1993,13000000000,7540000000,3749.0569,3313.6909
LBN,1994,14100000000,9110000000,4042.979,3648.8459
LBN,1995,15000000000,11100000000,4101.5278,3777.1741
LBN,1996,15600000000,13000000000,4245.2949,3984
LBN,1997,16200000000,15600000000,4408.4878,4206.2529
LBN,1998,16600000000,16900000000,4286.7339,4135.5269
LBN,1999,16400000000,16900000000,4193.6929,4104.2271
LBN,2000,16600000000,16600000000,4162.0391,4162.0391
LBN,2001,17300000000,17000000000,4252.2202,4353.4639
LBN,2002,17800000000,18400000000,4472.8608,4649.8672
LBN,2003,18700000000,19900000000,4755.8101,5034.25
LBN,2004,19900000000,21800000000,4923.4209,5319.8408
LBR,1976,1330000000,651000000,,
LBR,1977,1350000000,745000000,,
LBR,1978,1420000000,806000000,,
LBR,1979,1460000000,912000000,,
LBR,1980,1400000000,954000000,,
LBR,1981,1370000000,935000000,,
LBR,1982,1340000000,958000000,,
LBR,1983,1310000000,911000000,,
LBR,1984,1290000000,934000000,,
LBR,1985,1280000000,935000000,,
LBR,1986,1250000000,926000000,,
LBR,1987,1240000000,973000000,,
LBR,1988,1220000000,1040000000,,
LBR,1989,891000000,786000000,,
LBR,1990,436000000,384000000,,
LBR,1991,374000000,348000000,,
LBR,1992,243000000,224000000,,
LBR,1993,163000000,160000000,,
LBR,1994,127000000,132000000,,
LBR,1995,122000000,135000000,,
LBR,1996,137000000,159000000,,
LBR,1997,282000000,296000000,,
LBR,1998,366000000,360000000,,
LBR,1999,450000000,442000000,,
LBR,2000,542000000,542000000,,
LBR,2001,568000000,534000000,,
LBR,2002,587000000,562000000,,
LBR,2003,405000000,442000000,,
LBR,2004,413000000,448000000,,
LBY,1976,11500000000,16600000000,,
LBY,1977,12500000000,19500000000,,
LBY,1978,12900000000,19200000000,,
LBY,1979,14600000000,26500000000,,
LBY,1980,14700000000,35600000000,,
LBY,1981,12000000000,31600000000,,
LBY,1982,11600000000,29300000000,,
LBY,1983,11400000000,28800000000,,
LBY,1984,10500000000,25600000000,,
LBY,1985,9590000000,27400000000,,
LBY,1986,8760000000,21000000000,,
LBY,1987,8480000000,23200000000,,
LBY,1988,,,,
LBY,1989,,,,
LBY,1990,,28900000000,,
LBY,1991,,32000000000,,
LBY,1992,,33900000000,,
LBY,1993,,30700000000,,
LBY,1994,,28600000000,,
LBY,1995,,25500000000,,
LBY,1996,,27900000000,,
LBY,1997,,30700000000,,
LBY,1998,34600000000,27300000000,,
LBY,1999,34100000000,30500000000,,
LBY,2000,34500000000,34500000000,,
LBY,2001,36100000000,30000000000,,
LBY,2002,37200000000,19400000000,,
LBY,2003,40600000000,23500000000,,
LBY,2004,42500000000,29100000000,,
LCA,1976,,,,
LCA,1977,,,,
LCA,1978,,,,
LCA,1979,,103000000,,
LCA,1980,266000000,133000000,2811.3101,1517.9871
LCA,1981,275000000,152000000,2861.251,1690.062
LCA,1982,245000000,144000000,2489.7549,1560.203
LCA,1983,256000000,155000000,2547.803,1659.717
LCA,1984,316000000,197000000,3133.364,2117.8159
LCA,1985,297000000,189000000,2911.1121,2027.995
LCA,1986,342000000,226000000,3312.4529,2359.0291
LCA,1987,348000000,242000000,3327.4021,2435.103
LCA,1988,391000000,274000000,3756.8669,2843.707
LCA,1989,426000000,312000000,4016.7209,3155.7671
LCA,1990,526000000,397000000,5076.1821,4142.395
LCA,1991,540000000,432000000,5168.3398,4365.0459
LCA,1992,578000000,478000000,5414.519,4678.2661
LCA,1993,593000000,492000000,5487.145,4849.9399
LCA,1994,602000000,518000000,5421.623,4893.0918
LCA,1995,621000000,561000000,5527.647,5090.5132
LCA,1996,630000000,566000000,5501.6221,5163
LCA,1997,634000000,580000000,5446.561,5196.7061
LCA,1998,663000000,639000000,5623.1392,5424.793
LCA,1999,683000000,669000000,5664.6138,5543.769
LCA,2000,683000000,683000000,5620.4258,5620.4258
LCA,2001,654000000,654000000,5321.7139,5448.4219
LCA,2002,656000000,666000000,5305.998,5515.9751
LCA,2003,676000000,694000000,5447.2539,5766.1782
LCA,2004,700000000,729000000,5548.2451,5994.9741
LDC,1976,,,,
LDC,1977,,,,
LDC,1978,,,,
LDC,1979,,,,
LDC,1980,,115000000000,,
LDC,1981,105000000000,115000000000,1053.3621,620
LDC,1982,107000000000,115000000000,1043.882,650
LDC,1983,109000000000,108000000000,1038.662,680
LDC,1984,111000000000,109000000000,1037.894,700
LDC,1985,113000000000,118000000000,1029.563,720
LDC,1986,117000000000,128000000000,1043.4041,740
LDC,1987,122000000000,141000000000,1059.9871,780
LDC,1988,126000000000,145000000000,1068.964,810
LDC,1989,128000000000,147000000000,1062.954,840
LDC,1990,130000000000,154000000000,1053.827,860
LDC,1991,132000000000,156000000000,1036.728,880
LDC,1992,132000000000,142000000000,1020.074,880
LDC,1993,133000000000,142000000000,1007.426,890
LDC,1994,135000000000,129000000000,1023.361,920
LDC,1995,142000000000,146000000000,1029.379,950
LDC,1996,150000000000,162000000000,1045.147,980
LDC,1997,158000000000,172000000000,1062.842,1010
LDC,1998,166000000000,174000000000,1079.031,1040
LDC,1999,173000000000,173000000000,1100.181,1080
LDC,2000,180000000000,180000000000,1126.887,1130
LDC,2001,190000000000,185000000000,1170.6331,1200
LDC,2002,199000000000,197000000000,1182.738,1230
LDC,2003,208000000000,223000000000,1204.402,1270
LDC,2004,220000000000,255000000000,1262.436,1360
LIC,1976,316000000000,257000000000,1103.053,440
LIC,1977,333000000000,291000000000,1136.741,490
LIC,1978,347000000000,330000000000,1153.26,530
LIC,1979,343000000000,375000000000,1097.7271,540
LIC,1980,360000000000,449000000000,1132.993,610
LIC,1981,374000000000,457000000000,1153.605,680
LIC,1982,386000000000,455000000000,1162.868,730
LIC,1983,403000000000,448000000000,1191.084,780
LIC,1984,414000000000,437000000000,1203.7531,810
LIC,1985,434000000000,468000000000,1236.314,860
LIC,1986,453000000000,509000000000,1268.01,900
LIC,1987,470000000000,574000000000,1287.292,940
LIC,1988,504000000000,589000000000,1355.101,1030
LIC,1989,529000000000,570000000000,1398.354,1100
LIC,1990,552000000000,610000000000,1433.723,1170
LIC,1991,561000000000,568000000000,1425.165,1200
LIC,1992,580000000000,543000000000,1446.119,1250
LIC,1993,599000000000,564000000000,1471.1379,1300
LIC,1994,627000000000,605000000000,1516.14,1370
LIC,1995,665000000000,678000000000,1574.8669,1450
LIC,1996,707000000000,741000000000,1639.3101,1540
LIC,1997,737000000000,778000000000,1672.527,1600
LIC,1998,773000000000,780000000000,1723.121,1660
LIC,1999,815000000000,819000000000,1784.085,1750
LIC,2000,848000000000,848000000000,1827.25,1830
LIC,2001,886000000000,879000000000,1876.549,1920
LIC,2002,920000000000,932000000000,1914.4611,1990
LIC,2003,986000000000,1090000000000,2018.006,2140
LIC,2004,1050000000000,1250000000000,2117.8181,2290
LIE,1976,,,,
LIE,1977,,,,
LIE,1978,,,,
LIE,1979,,,,
LIE,1980,,,,
LIE,1981,,,,
LIE,1982,,,,
LIE,1983,,,,
LIE,1984,,,,
LIE,1985,,,,
LIE,1986,,,,
LIE,1987,,,,
LIE,1988,,,,
LIE,1989,,,,
LIE,1990,,,,
LIE,1991,,,,
LIE,1992,,,,
LIE,1993,,,,
LIE,1994,,,,
LIE,1995,,,,
LIE,1996,,,,
LIE,1997,,,,
LIE,1998,,,,
LIE,1999,,,,
LIE,2000,,,,
LIE,2001,,,,
LIE,2002,,,,
LIE,2003,,,,
LIE,2004,,,,
LKA,1976,5210000000,3590000000,1468.256,589.58258
LKA,1977,5480000000,4100000000,1514.752,646.84442
LKA,1978,5790000000,2730000000,1573.546,719.16479
LKA,1979,6160000000,3360000000,1647.871,815.69672
LKA,1980,6520000000,4020000000,1722.7209,930.1955
LKA,1981,6890000000,4420000000,1825.085,1078.027
LKA,1982,7170000000,4770000000,1817.129,1138.703
LKA,1983,7520000000,5170000000,1911.769,1245.385
LKA,1984,7900000000,6040000000,2035.83,1376.001
LKA,1985,8300000000,5980000000,2065.021,1438.575
LKA,1986,8660000000,6410000000,2133.804,1519.63
LKA,1987,8810000000,6680000000,2149.3999,1573.002
LKA,1988,9020000000,6980000000,2176.7241,1647.64
LKA,1989,9230000000,6990000000,2250.3501,1768.005
LKA,1990,9820000000,8030000000,2365.4189,1930.29
LKA,1991,10300000000,9000000000,2444.531,2064.5879
LKA,1992,10700000000,9700000000,2520.4189,2177.698
LKA,1993,11500000000,10400000000,2642.0271,2335.217
LKA,1994,12100000000,11700000000,2756.158,2487.4719
LKA,1995,12800000000,13000000000,2865.6931,2639.0701
LKA,1996,13300000000,13900000000,2951.6741,2770
LKA,1997,14100000000,15100000000,3089.991,2948.241
LKA,1998,14800000000,15800000000,3195.7029,3082.981
LKA,1999,15400000000,15700000000,3299.083,3228.7009
LKA,2000,16300000000,16300000000,3625.2991,3625.2991
LKA,2001,16100000000,15800000000,3344.449,3424.0791
LKA,2002,16700000000,16500000000,3422.5769,3558.02
LKA,2003,17700000000,18300000000,3543.385,3750.842
LKA,2004,18800000000,20100000000,3862.291,4173.272
LMC,1976,1010000000000,651000000000,1866.864,750
LMC,1977,1060000000000,752000000000,1936.303,830
LMC,1978,1110000000000,786000000000,2001.679,910
LMC,1979,1170000000000,916000000000,2079.3989,1030
LMC,1980,1230000000000,1040000000000,2161.4729,1170
LMC,1981,1240000000000,1110000000000,2169.2629,1280
LMC,1982,1290000000000,1180000000000,2241.45,1400
LMC,1983,1320000000000,1140000000000,2294.8821,1490
LMC,1984,1400000000000,1200000000000,2417.5759,1630
LMC,1985,1490000000000,1290000000000,2544.241,1770
LMC,1986,1570000000000,1370000000000,2636.3491,1880
LMC,1987,1660000000000,1320000000000,2743.1479,2010
LMC,1988,1730000000000,1410000000000,2845.302,2150
LMC,1989,1780000000000,1620000000000,2902.092,2280
LMC,1990,1810000000000,1680000000000,2896.802,2360
LMC,1991,1860000000000,1650000000000,2974.906,2510
LMC,1992,1940000000000,1710000000000,3089.219,2670
LMC,1993,2050000000000,1820000000000,3209.625,2840
LMC,1994,2180000000000,2140000000000,3362.1399,3030
LMC,1995,2320000000000,2610000000000,3551.333,3270
LMC,1996,2450000000000,2900000000000,3722.998,3490
LMC,1997,2570000000000,3010000000000,3876.947,3700
LMC,1998,2620000000000,2850000000000,3953.374,3810
LMC,1999,2710000000000,2650000000000,4075.4409,3990
LMC,2000,2870000000000,2870000000000,4281.9961,4280
LMC,2001,3000000000000,2910000000000,4474.7139,4580
LMC,2002,3160000000000,3040000000000,4688.7588,4870
LMC,2003,3350000000000,3390000000000,4951.2139,5240
LMC,2004,3590000000000,3940000000000,5255.2002,5680
LMY,1976,2580000000000,1540000000000,2184.8501,880
LMY,1977,2700000000000,1740000000000,2252.865,960
LMY,1978,2810000000000,1890000000000,2303.886,1050
LMY,1979,2950000000000,2250000000000,2349.8789,1160
LMY,1980,3110000000000,2660000000000,2429.5239,1310
LMY,1981,3170000000000,2840000000000,2458.769,1450
LMY,1982,3220000000000,2820000000000,2496.5801,1560
LMY,1983,3270000000000,2740000000000,2523.3689,1640
LMY,1984,3420000000000,2780000000000,2608.0359,1760
LMY,1985,3550000000000,2930000000000,2680.2161,1870
LMY,1986,3690000000000,3040000000000,2746.187,1960
LMY,1987,3850000000000,3120000000000,2819.2029,2060
LMY,1988,4000000000000,3360000000000,2907.4419,2200
LMY,1989,4090000000000,3630000000000,2957.179,2320
LMY,1990,4170000000000,3880000000000,2951.4851,2410
LMY,1991,4250000000000,3930000000000,2954.5161,2500
LMY,1992,4350000000000,4060000000000,2971.2161,2570
LMY,1993,4500000000000,4260000000000,3017.4241,2670
LMY,1994,4670000000000,4610000000000,3081.3301,2780
LMY,1995,4850000000000,5180000000000,3181.9131,2930
LMY,1996,5100000000000,5640000000000,3301.199,3100
LMY,1997,5360000000000,5940000000000,3414.926,3260
LMY,1998,5490000000000,5670000000000,3470.0139,3350
LMY,1999,5650000000000,5470000000000,3556.7109,3480
LMY,2000,5940000000000,5940000000000,3705.4041,3710
LMY,2001,6120000000000,6040000000000,3807.3279,3900
LMY,2002,6320000000000,6160000000000,3921.396,4080
LMY,2003,6660000000000,6970000000000,4115.1729,4360
LMY,2004,7120000000000,8180000000000,4341.5571,4690
LSO,1976,251000000,148000000,612.75739,246.0546
LSO,1977,306000000,193000000,762.00281,325.39801
LSO,1978,362000000,266000000,981.38287,448.52579
LSO,1979,372000000,290000000,946.79541,468.66391
LSO,1980,400000000,432000000,1070.814,578.19391
LSO,1981,403000000,434000000,1014.997,599.53082
LSO,1982,413000000,402000000,913.9408,572.72052
LSO,1983,400000000,418000000,839.04163,546.57727
LSO,1984,441000000,366000000,906.81927,612.91193
LSO,1985,464000000,290000000,986.57538,687.28741
LSO,1986,466000000,323000000,974.651,694.11682
LSO,1987,483000000,433000000,985.32922,721.09637
LSO,1988,534000000,498000000,1114.626,843.70001
LSO,1989,578000000,525000000,1241.017,975.01428
LSO,1990,615000000,615000000,1297.769,1059.038
LSO,1991,639000000,684000000,1415.478,1195.476
LSO,1992,668000000,822000000,1504.489,1299.912
LSO,1993,691000000,815000000,1561.299,1379.991
LSO,1994,715000000,835000000,1644.693,1484.359
LSO,1995,746000000,933000000,1745.9189,1607.849
LSO,1996,820000000,943000000,1994.644,1871.875
LSO,1997,887000000,1020000000,2175.897,2076.0801
LSO,1998,846000000,890000000,2126.1121,2051.1169
LSO,1999,848000000,911000000,2132.106,2086.6211
LSO,2000,859000000,859000000,2160.5381,2160.5381
LSO,2001,887000000,763000000,2254.6951,2308.3789
LSO,2002,918000000,699000000,2310.635,2402.074
LSO,2003,948000000,1080000000,2366.3069,2504.8491
LSO,2004,977000000,1380000000,2403.0669,2596.5549
LTU,1976,,,,
LTU,1977,,,,
LTU,1978,,,,
LTU,1979,,,,
LTU,1980,,,,
LTU,1981,,,,
LTU,1982,,,,
LTU,1983,,,,
LTU,1984,,,,
LTU,1985,,,,
LTU,1986,,,,
LTU,1987,,,,
LTU,1988,,,,
LTU,1989,,,,
LTU,1990,16000000000,10500000000,11472.01,9361.6836
LTU,1991,15100000000,10300000000,10803.37,9124.25
LTU,1992,11900000000,8560000000,8515.1338,7357.2671
LTU,1993,9950000000,7420000000,7145.8042,6315.9839
LTU,1994,8980000000,6960000000,6498.0742,5864.605
LTU,1995,9270000000,7510000000,6787.2612,6250.5151
LTU,1996,9710000000,8070000000,7224.9561,6780.2642
LTU,1997,10400000000,9840000000,7855.7979,7495.4209
LTU,1998,11100000000,11100000000,8511.8945,8211.6523
LTU,1999,11000000000,10800000000,8430.915,8251.0547
LTU,2000,11400000000,11400000000,8765.6006,8765.6006
LTU,2001,12100000000,12100000000,9365.4834,9588.4727
LTU,2002,12900000000,14100000000,10011.66,10407.86
LTU,2003,14200000000,18400000000,11190.34,11845.5
LTU,2004,15100000000,22300000000,12050.7,13020.99
LUX,1976,6490000000,2970000000,22910.65,9199.8418
LUX,1977,6590000000,3290000000,22777.09,9726.498
LUX,1978,6860000000,4090000000,23662.529,10814.59
LUX,1979,7020000000,4780000000,24136.369,11947.51
LUX,1980,7080000000,5220000000,23829.789,12867.07
LUX,1981,7040000000,4380000000,22758.801,13442.99
LUX,1982,7120000000,3990000000,21008.6,13165.03
LUX,1983,7340000000,3920000000,21103.471,13747.45
LUX,1984,7790000000,3850000000,22647.07,15306.98
LUX,1985,8010000000,3970000000,23039.93,16050.53
LUX,1986,8810000000,5800000000,25819.49,18387.85
LUX,1987,9150000000,7220000000,26382.311,19307.439
LUX,1988,9930000000,8170000000,29044.84,21985.08
LUX,1989,10900000000,8700000000,31852.75,25025.359
LUX,1990,11500000000,11100000000,32654.289,26647.391
LUX,1991,12500000000,12000000000,34742.441,29342.57
LUX,1992,12700000000,13500000000,35072.852,30303.73
LUX,1993,13200000000,13800000000,36727.922,32462.82
LUX,1994,13700000000,15400000000,39022.449,35218.32
LUX,1995,13900000000,18100000000,37852.109,34858.719
LUX,1996,14400000000,18200000000,38516.789,36146.102
LUX,1997,15600000000,17500000000,43195.48,41213.941
LUX,1998,16700000000,18900000000,46251.102,44619.672
LUX,1999,18000000000,20000000000,50327.922,49254.25
LUX,2000,19600000000,19600000000,58446.109,58446.109
LUX,2001,19900000000,19700000000,57438.641,58806.238
LUX,2002,20200000000,21200000000,59976.5,62349.969
LUX,2003,20600000000,26500000000,61131.078,64710.16
LUX,2004,21600000000,31100000000,63598.07,68718.797
LVA,1976,7040000000,,6892.938,2767.8799
LVA,1977,7270000000,,7076.6279,3021.9309
LVA,1978,7500000000,,7268.374,3321.897
LVA,1979,7730000000,,7448.145,3686.833
LVA,1980,8050000000,,7706.5049,4161.1831
LVA,1981,8390000000,,7985.5278,4716.8301
LVA,1982,8590000000,,8125.5801,5091.8892
LVA,1983,9030000000,,8496.875,5535.124
LVA,1984,9550000000,,8926.3467,6033.2461
LVA,1985,9520000000,,8855.9619,6169.4131
LVA,1986,9970000000,,9214.8965,6562.5679
LVA,1987,10200000000,5720000000,9370.418,6857.5811
LVA,1988,10700000000,6830000000,9782.9287,7405.0479
LVA,1989,11300000000,7690000000,10289.17,8083.7598
LVA,1990,10400000000,7450000000,9518.1377,7767.2319
LVA,1991,9110000000,7280000000,8342.3135,7045.7031
LVA,1992,6190000000,5010000000,5720.3652,4942.5239
LVA,1993,5880000000,4710000000,5520.7832,4879.6709
LVA,1994,6010000000,4620000000,5730.2759,5171.6558
LVA,1995,5950000000,5300000000,5742.335,5288.2231
LVA,1996,6180000000,5580000000,5995.5122,5626.4922
LVA,1997,6690000000,6130000000,6590.6499,6288.312
LVA,1998,7000000000,6620000000,7022.4302,6774.7261
LVA,1999,7230000000,7220000000,7430.1431,7271.6318
LVA,2000,7730000000,7730000000,7922.2739,7922.2739
LVA,2001,8350000000,8230000000,8565.1592,8769.0928
LVA,2002,8890000000,9210000000,9213.54,9578.1514
LVA,2003,9550000000,11100000000,10046.66,10634.87
LVA,2004,10400000000,13600000000,11147.76,12045.34
MAC,1976,,,,
MAC,1977,,,,
MAC,1978,,,,
MAC,1979,,,,
MAC,1980,,,,
MAC,1981,,,,
MAC,1982,2590000000,1150000000,12656.62,7931.2651
MAC,1983,2820000000,1150000000,13281.01,8651.6533
MAC,1984,3090000000,1330000000,13960.61,9435.8633
MAC,1985,3140000000,1370000000,13607.09,9479.2363
MAC,1986,3360000000,1560000000,13964.79,9945.2959
MAC,1987,3840000000,2000000000,15307.66,11202.65
MAC,1988,4150000000,2330000000,15924.2,12053.59
MAC,1989,4390000000,2750000000,16202.89,12729.92
MAC,1990,4820000000,3260000000,17149.061,13994.42
MAC,1991,4990000000,3790000000,17300.74,14611.76
MAC,1992,5660000000,4960000000,19181,16572.82
MAC,1993,5950000000,5670000000,19813.561,17512.68
MAC,1994,6210000000,6300000000,20341.09,18358.131
MAC,1995,6450000000,6950000000,20823.52,19176.77
MAC,1996,6420000000,6940000000,20486.381,19225.461
MAC,1997,6400000000,7010000000,20234.15,19305.93
MAC,1998,6110000000,6510000000,19036.68,18365.199
MAC,1999,5920000000,6130000000,18244.131,17854.92
MAC,2000,6200000000,6200000000,19043.439,19043.439
MAC,2001,6340000000,6210000000,19329.711,19789.949
MAC,2002,6980000000,6770000000,,
MAC,2003,,,,
MAC,2004,,,,
MAR,1976,15600000000,9580000000,2578.562,1035.429
MAR,1977,16500000000,11100000000,2676.373,1142.891
MAR,1978,16900000000,13200000000,2688.8169,1228.882
MAR,1979,17700000000,15900000000,2763.3711,1367.869
MAR,1980,18300000000,18800000000,2812.1321,1518.431
MAR,1981,17800000000,15300000000,2694.9609,1591.838
MAR,1982,19500000000,15400000000,2856.55,1790.0551
MAR,1983,19400000000,13900000000,2813.937,1833.084
MAR,1984,20300000000,12800000000,2892.999,1955.355
MAR,1985,21500000000,12900000000,3049.521,2124.417
MAR,1986,23300000000,17000000000,3193.606,2274.3889
MAR,1987,22700000000,18800000000,3047.832,2230.5039
MAR,1988,25100000000,22200000000,3312.498,2507.3479
MAR,1989,25700000000,22900000000,3330.5291,2616.655
MAR,1990,26700000000,25800000000,3362.928,2744.302
MAR,1991,28600000000,27800000000,3531.4041,2982.533
MAR,1992,27400000000,28500000000,3314.501,2863.803
MAR,1993,27100000000,26800000000,3247.186,2870.1001
MAR,1994,29900000000,30400000000,3496.5371,3155.675
MAR,1995,28000000000,33000000000,3214.1741,2959.9929
MAR,1996,31400000000,36600000000,3529.2209,3312
MAR,1997,30700000000,33400000000,3390.3159,3234.7891
MAR,1998,33000000000,35800000000,3566.0471,3440.261
MAR,1999,33000000000,35300000000,3501.563,3426.863
MAR,2000,33300000000,33300000000,3470.2791,3470.2791
MAR,2001,35400000000,33900000000,3624.9089,3711.218
MAR,2002,36600000000,36100000000,3665.739,3810.8049
MAR,2003,38500000000,43700000000,3788.1321,4009.918
MAR,2004,39800000000,50100000000,3849.6841,4159.6489
MCO,1976,,,,
MCO,1977,,,,
MCO,1978,,,,
MCO,1979,,,,
MCO,1980,,,,
MCO,1981,,,,
MCO,1982,,,,
MCO,1983,,,,
MCO,1984,,,,
MCO,1985,,,,
MCO,1986,,,,
MCO,1987,,,,
MCO,1988,,,,
MCO,1989,,,,
MCO,1990,,,,
MCO,1991,,,,
MCO,1992,,,,
MCO,1993,,,,
MCO,1994,,,,
MCO,1995,,,,
MCO,1996,,,,
MCO,1997,,,,
MCO,1998,,,,
MCO,1999,,,,
MCO,2000,,,,
MCO,2001,,,,
MCO,2002,,,,
MCO,2003,,,,
MCO,2004,,,,
MDA,1976,,,,
MDA,1977,,,,
MDA,1978,,,,
MDA,1979,,,,
MDA,1980,2800000000,,,
MDA,1981,2780000000,,,
MDA,1982,3110000000,,,
MDA,1983,3250000000,,,
MDA,1984,3360000000,,,
MDA,1985,3180000000,,,
MDA,1986,3430000000,,,
MDA,1987,3470000000,,,
MDA,1988,3530000000,,,
MDA,1989,3730000000,,,
MDA,1990,3640000000,3550000000,3753.8049,3063.2749
MDA,1991,3060000000,3100000000,3154.6431,2664.3301
MDA,1992,2170000000,2320000000,2241.2681,1936.506
MDA,1993,2140000000,2370000000,2215.7141,1958.41
MDA,1994,1480000000,1700000000,1545.715,1395.03
MDA,1995,1460000000,1750000000,1538.3311,1416.678
MDA,1996,1380000000,1700000000,1383.603,1298.443
MDA,1997,1400000000,1930000000,1422.59,1357.33
MDA,1998,1310000000,1700000000,1337.11,1289.946
MDA,1999,1260000000,1170000000,1294.366,1266.752
MDA,2000,1290000000,1290000000,1290.278,1290.278
MDA,2001,1370000000,1480000000,1331.879,1363.5909
MDA,2002,1470000000,1660000000,1420.446,1476.657
MDA,2003,1570000000,1980000000,1428.158,1511.7729
MDA,2004,1680000000,2600000000,1612.642,1742.4871
MDG,1976,2810000000,2180000000,1137.679,456.83859
MDG,1977,2880000000,2360000000,1129.869,482.48792
MDG,1978,2800000000,2670000000,1072.175,490.02109
MDG,1979,3070000000,3460000000,1152.101,570.29041
MDG,1980,3100000000,4040000000,1133.226,611.89319
MDG,1981,2800000000,3600000000,1008.578,595.73877
MDG,1982,2750000000,3530000000,968.41302,606.85529
MDG,1983,2770000000,3510000000,957.65308,623.84442
MDG,1984,2820000000,2940000000,967.87622,654.17969
MDG,1985,2850000000,2860000000,947.19232,659.85162
MDG,1986,2910000000,3260000000,942.87598,671.48749
MDG,1987,2940000000,2570000000,943.23822,690.29279
MDG,1988,3040000000,2440000000,958.32672,725.39172
MDG,1989,3170000000,2500000000,975.48547,766.39758
MDG,1990,3270000000,3080000000,944.74982,770.95868
MDG,1991,3060000000,2650000000,887.50623,749.56482
MDG,1992,3100000000,3020000000,858.34521,741.62952
MDG,1993,3160000000,3370000000,847.87549,749.41443
MDG,1994,3160000000,2980000000,831.06458,750.04773
MDG,1995,3210000000,3160000000,821.34161,756.38879
MDG,1996,3280000000,4000000000,804.51752,754.99988
MDG,1997,3400000000,3550000000,797.45752,760.87488
MDG,1998,3540000000,3740000000,798.6485,770.4776
MDG,1999,3700000000,3720000000,803.48029,786.33942
MDG,2000,3880000000,3880000000,821.8111,821.8111
MDG,2001,4110000000,4530000000,842.09491,862.1449
MDG,2002,3590000000,4400000000,716.29529,744.64148
MDG,2003,3940000000,5470000000,764.35718,809.1084
MDG,2004,4150000000,4360000000,787.388,850.78632
MDV,1976,,,,
MDV,1977,,,,
MDV,1978,,,,
MDV,1979,,,,
MDV,1980,,42463576,,
MDV,1981,,44781456,,
MDV,1982,,47911120,,
MDV,1983,,57829784,,
MDV,1984,,110000000,,
MDV,1985,,127000000,,
MDV,1986,,142000000,,
MDV,1987,,141000000,,
