ccode,pcode,name,lang1,lang2,com_lang
BGR,AUS,Bulgaria,,English,0
BGR,AUT,Bulgaria,,German,0
BGR,AZE,Bulgaria,,15,0
BGR,BDI,Bulgaria,,French,0
BGR,BEL,Bulgaria,,French,0
BGR,BEN,Bulgaria,,French,0
BGR,BFA,Bulgaria,,French,0
BGR,BGD,Bulgaria,,,0
BGR,BGR,Bulgaria,,,0
BGR,BHR,Bulgaria,,Arabic,0
BGR,BHS,Bulgaria,,English,0
BGR,BIH,Bulgaria,,,0
BGR,BLR,Bulgaria,,15,0
BGR,BLZ,Bulgaria,,English,0
BGR,BMU,Bulgaria,,English,0
BGR,BOL,Bulgaria,,Spanish,0
BGR,BRA,Bulgaria,,Portuguese,0
BGR,BRB,Bulgaria,,English,0
BGR,BRN,Bulgaria,,Malay,0
BGR,BTN,Bulgaria,,Burmese,0
BGR,BUR,Bulgaria,,,0
BGR,BVT,Bulgaria,,,0
BGR,BWA,Bulgaria,,,0
BGR,BYS,Bulgaria,,15,0
BGR,CAF,Bulgaria,,French,0
BGR,CAN,Bulgaria,,English,0
BGR,CCK,Bulgaria,,English,0
BGR,CHE,Bulgaria,,German,0
BGR,CHL,Bulgaria,,Spanish,0
BGR,CHN,Bulgaria,,Chinese,0
BGR,CIV,Bulgaria,,French,0
BGR,CMR,Bulgaria,,French,0
BGR,COG,Bulgaria,,French,0
BGR,COK,Bulgaria,,English,0
BGR,COL,Bulgaria,,Spanish,0
BGR,COM,Bulgaria,,Arabic,0
BGR,CPV,Bulgaria,,Portuguese,0
BGR,CRI,Bulgaria,,Spanish,0
BGR,CSK,Bulgaria,,,0
BGR,CUB,Bulgaria,,Spanish,0
BGR,CXR,Bulgaria,,English,0
BGR,CYM,Bulgaria,,English,0
BGR,CYP,Bulgaria,,Greek,0
BGR,CZE,Bulgaria,,,0
BGR,DDR,Bulgaria,,German,0
BGR,DEU,Bulgaria,,German,0
BGR,DJI,Bulgaria,,French,0
BGR,DMA,Bulgaria,,Spanish,0
BGR,DNK,Bulgaria,,,0
BGR,DOM,Bulgaria,,Spanish,0
BGR,DZA,Bulgaria,,Arabic,0
BGR,ECU,Bulgaria,,Spanish,0
BGR,EGY,Bulgaria,,Arabic,0
BGR,ERI,Bulgaria,,,0
BGR,ESH,Bulgaria,,Arabic,0
BGR,ESP,Bulgaria,,Spanish,0
BGR,EST,Bulgaria,,15,0
BGR,ETH,Bulgaria,,,0
BGR,FIN,Bulgaria,,Swedish,0
BGR,FJI,Bulgaria,,English,0
BGR,FLK,Bulgaria,,English,0
BGR,FRA,Bulgaria,,French,0
BGR,FRO,Bulgaria,,English,0
BGR,FSM,Bulgaria,,,0
BGR,FXX,Bulgaria,,French,0
BGR,GAB,Bulgaria,,French,0
BGR,GBR,Bulgaria,,English,0
BGR,GEO,Bulgaria,,15,0
BGR,GHA,Bulgaria,,English,0
BGR,GIB,Bulgaria,,English,0
BGR,GIN,Bulgaria,,French,0
BGR,GLP,Bulgaria,,French,0
BGR,GMB,Bulgaria,,English,0
BGR,GNB,Bulgaria,,Portuguese,0
BGR,GNQ,Bulgaria,,Spanish,0
BGR,GRC,Bulgaria,,Greek,0
BGR,GRD,Bulgaria,,Spanish,0
BGR,GRL,Bulgaria,,,0
BGR,GTM,Bulgaria,,Spanish,0
BGR,GUF,Bulgaria,,French,0
BGR,GUM,Bulgaria,,English,0
BGR,GUY,Bulgaria,,English,0
BGR,HKG,Bulgaria,,English,0
BGR,HMD,Bulgaria,,English,0
BGR,HND,Bulgaria,,Spanish,0
BGR,HRV,Bulgaria,,,0
BGR,HTI,Bulgaria,,French,0
BGR,HUN,Bulgaria,,,0
BGR,IDN,Bulgaria,,,0
BGR,IND,Bulgaria,,English,0
BGR,IOT,Bulgaria,,English,0
BGR,IRL,Bulgaria,,English,0
BGR,IRN,Bulgaria,,Persian,0
BGR,IRQ,Bulgaria,,Arabic,0
BGR,ISL,Bulgaria,,,0
BGR,ISR,Bulgaria,,,0
BGR,ITA,Bulgaria,,,0
BGR,JAM,Bulgaria,,English,0
BGR,JOR,Bulgaria,,Arabic,0
BGR,JPN,Bulgaria,,,0
BGR,KAZ,Bulgaria,,15,0
BGR,KEN,Bulgaria,,English,0
BGR,KGZ,Bulgaria,,15,0
BGR,KHM,Bulgaria,,,0
BGR,KIR,Bulgaria,,English,0
BGR,KNA,Bulgaria,,English,0
BGR,KOR,Bulgaria,,Korean,0
BGR,KWT,Bulgaria,,Arabic,0
BGR,LAO,Bulgaria,,,0
BGR,LBN,Bulgaria,,Arabic,0
BGR,LBR,Bulgaria,,English,0
BGR,LBY,Bulgaria,,Arabic,0
BGR,LCA,Bulgaria,,Spanish,0
BGR,LIE,Bulgaria,,German,0
BGR,LKA,Bulgaria,,,0
BGR,LSO,Bulgaria,,,0
BGR,LTU,Bulgaria,,15,0
BGR,LUX,Bulgaria,,French,0
BGR,LVA,Bulgaria,,15,0
BGR,MAC,Bulgaria,,Portuguese,0
BGR,MAR,Bulgaria,,Arabic,0
BGR,MCO,Bulgaria,,French,0
BGR,MDA,Bulgaria,,15,0
BGR,MDG,Bulgaria,,French,0
BGR,MDV,Bulgaria,,English,0
BGR,MEX,Bulgaria,,Spanish,0
BGR,MHL,Bulgaria,,English,0
BGR,MKD,Bulgaria,,,0
BGR,MLI,Bulgaria,,French,0
BGR,MLT,Bulgaria,,English,0
BGR,MMR,Bulgaria,,Burmese,0
BGR,MNG,Bulgaria,,,0
BGR,MNP,Bulgaria,,English,0
BGR,MOZ,Bulgaria,,Portuguese,0
BGR,MRT,Bulgaria,,Arabic,0
BGR,MSR,Bulgaria,,French,0
BGR,MTQ,Bulgaria,,French,0
BGR,MUS,Bulgaria,,English,0
BGR,MWI,Bulgaria,,English,0
BGR,MYS,Bulgaria,,Malay,0
BGR,MYT,Bulgaria,,French,0
BGR,NAM,Bulgaria,,,0
BGR,NCL,Bulgaria,,French,0
BGR,NER,Bulgaria,,French,0
BGR,NFK,Bulgaria,,English,0
BGR,NGA,Bulgaria,,English,0
BGR,NIC,Bulgaria,,Spanish,0
BGR,NIU,Bulgaria,,,0
BGR,NLD,Bulgaria,,Dutch,0
BGR,NOR,Bulgaria,,,0
BGR,NPL,Bulgaria,,,0
BGR,NRU,Bulgaria,,,0
BGR,NTZ,Bulgaria,,,0
BGR,NZL,Bulgaria,,English,0
BGR,OMN,Bulgaria,,Arabic,0
BGR,PAK,Bulgaria,,,0
BGR,PAN,Bulgaria,,Spanish,0
BGR,PCN,Bulgaria,,,0
BGR,PER,Bulgaria,,Spanish,0
BGR,PHL,Bulgaria,,English,0
BGR,PLW,Bulgaria,,English,0
BGR,PNG,Bulgaria,,,0
BGR,POL,Bulgaria,,,0
BGR,PRI,Bulgaria,,English,0
BGR,PRK,Bulgaria,,Korean,0
BGR,PRT,Bulgaria,,Portuguese,0
BGR,PRY,Bulgaria,,Spanish,0
BGR,PYF,Bulgaria,,French,0
BGR,QAT,Bulgaria,,Arabic,0
BGR,REU,Bulgaria,,French,0
BGR,ROM,Bulgaria,,,0
BGR,RUS,Bulgaria,,15,0
BGR,RWA,Bulgaria,,French,0
BGR,SAU,Bulgaria,,Arabic,0
BGR,SDN,Bulgaria,,Arabic,0
BGR,SEN,Bulgaria,,French,0
BGR,SGP,Bulgaria,,Malay,0
BGR,SGS,Bulgaria,,English,0
BGR,SHN,Bulgaria,,English,0
BGR,SJM,Bulgaria,,English,0
BGR,SLB,Bulgaria,,English,0
BGR,SLE,Bulgaria,,English,0
BGR,SLV,Bulgaria,,Spanish,0
BGR,SMR,Bulgaria,,,0
BGR,SOM,Bulgaria,,,0
BGR,SPM,Bulgaria,,Spanish,0
BGR,STP,Bulgaria,,Portuguese,0
BGR,SUN,Bulgaria,,15,0
BGR,SUR,Bulgaria,,Dutch,0
BGR,SVK,Bulgaria,,,0
BGR,SVN,Bulgaria,,,0
BGR,SWE,Bulgaria,,Swedish,0
BGR,SWZ,Bulgaria,,English,0
BGR,SYC,Bulgaria,,English,0
BGR,SYR,Bulgaria,,Arabic,0
BGR,TCA,Bulgaria,,,0
BGR,TCD,Bulgaria,,French,0
BGR,TGO,Bulgaria,,French,0
BGR,THA,Bulgaria,,,0
BGR,TJK,Bulgaria,,15,0
BGR,TKL,Bulgaria,,,0
BGR,TKM,Bulgaria,,15,0
BGR,TMP,Bulgaria,,,0
BGR,TON,Bulgaria,,,0
BGR,TTO,Bulgaria,,English,0
BGR,TUN,Bulgaria,,Arabic,0
BGR,TUR,Bulgaria,,,0
BGR,TUV,Bulgaria,,,0
BGR,TWN,Bulgaria,,Chinese,0
BGR,TZA,Bulgaria,,,0
BGR,UGA,Bulgaria,,English,0
BGR,UKR,Bulgaria,,15,0
BGR,UMI,Bulgaria,,English,0
BGR,URY,Bulgaria,,Spanish,0
BGR,USA,Bulgaria,,English,0
BGR,UZB,Bulgaria,,15,0
BGR,VAT,Bulgaria,,,0
BGR,VCT,Bulgaria,,English,0
BGR,VEN,Bulgaria,,Spanish,0
BGR,VGB,Bulgaria,,English,0
BGR,VIR,Bulgaria,,English,0
BGR,VNM,Bulgaria,,,0
BGR,VUT,Bulgaria,,,0
BGR,WLF,Bulgaria,,,0
BGR,WSM,Bulgaria,,,0
BGR,YEM,Bulgaria,,Arabic,0
BGR,YMD,Bulgaria,,,0
BGR,YUG,Bulgaria,,,0
BGR,ZAF,Bulgaria,,English,0
BGR,ZAR,Bulgaria,,French,0
BGR,ZMB,Bulgaria,,English,0
BGR,ZWE,Bulgaria,,English,0
BHR,ABW,Bahrain,Arabic,,0
BHR,AFG,Bahrain,Arabic,Persian,0
BHR,AGO,Bahrain,Arabic,Portuguese,0
BHR,AIA,Bahrain,Arabic,Spanish,0
BHR,ALB,Bahrain,Arabic,,0
BHR,AND,Bahrain,Arabic,Spanish,0
BHR,ANT,Bahrain,Arabic,,0
BHR,ARE,Bahrain,Arabic,Arabic,1
BHR,ARG,Bahrain,Arabic,Spanish,0
BHR,ARM,Bahrain,Arabic,15,0
BHR,ASM,Bahrain,Arabic,English,0
BHR,ATA,Bahrain,Arabic,,0
BHR,ATF,Bahrain,Arabic,French,0
BHR,ATG,Bahrain,Arabic,Spanish,0
BHR,AUS,Bahrain,Arabic,English,0
BHR,AUT,Bahrain,Arabic,German,0
BHR,AZE,Bahrain,Arabic,15,0
BHR,BDI,Bahrain,Arabic,French,0
BHR,BEL,Bahrain,Arabic,French,0
BHR,BEN,Bahrain,Arabic,French,0
BHR,BFA,Bahrain,Arabic,French,0
BHR,BGD,Bahrain,Arabic,,0
BHR,BGR,Bahrain,Arabic,,0
BHR,BHR,Bahrain,Arabic,Arabic,1
BHR,BHS,Bahrain,Arabic,English,0
BHR,BIH,Bahrain,Arabic,,0
BHR,BLR,Bahrain,Arabic,15,0
BHR,BLZ,Bahrain,Arabic,English,0
BHR,BMU,Bahrain,Arabic,English,0
BHR,BOL,Bahrain,Arabic,Spanish,0
BHR,BRA,Bahrain,Arabic,Portuguese,0
BHR,BRB,Bahrain,Arabic,English,0
BHR,BRN,Bahrain,Arabic,Malay,0
BHR,BTN,Bahrain,Arabic,Burmese,0
BHR,BUR,Bahrain,Arabic,,0
BHR,BVT,Bahrain,Arabic,,0
BHR,BWA,Bahrain,Arabic,,0
BHR,BYS,Bahrain,Arabic,15,0
BHR,CAF,Bahrain,Arabic,French,0
BHR,CAN,Bahrain,Arabic,English,0
BHR,CCK,Bahrain,Arabic,English,0
BHR,CHE,Bahrain,Arabic,German,0
BHR,CHL,Bahrain,Arabic,Spanish,0
BHR,CHN,Bahrain,Arabic,Chinese,0
BHR,CIV,Bahrain,Arabic,French,0
BHR,CMR,Bahrain,Arabic,French,0
BHR,COG,Bahrain,Arabic,French,0
BHR,COK,Bahrain,Arabic,English,0
BHR,COL,Bahrain,Arabic,Spanish,0
BHR,COM,Bahrain,Arabic,Arabic,1
BHR,CPV,Bahrain,Arabic,Portuguese,0
BHR,CRI,Bahrain,Arabic,Spanish,0
BHR,CSK,Bahrain,Arabic,,0
BHR,CUB,Bahrain,Arabic,Spanish,0
BHR,CXR,Bahrain,Arabic,English,0
BHR,CYM,Bahrain,Arabic,English,0
BHR,CYP,Bahrain,Arabic,Greek,0
BHR,CZE,Bahrain,Arabic,,0
BHR,DDR,Bahrain,Arabic,German,0
BHR,DEU,Bahrain,Arabic,German,0
BHR,DJI,Bahrain,Arabic,French,0
BHR,DMA,Bahrain,Arabic,Spanish,0
BHR,DNK,Bahrain,Arabic,,0
BHR,DOM,Bahrain,Arabic,Spanish,0
BHR,DZA,Bahrain,Arabic,Arabic,1
BHR,ECU,Bahrain,Arabic,Spanish,0
BHR,EGY,Bahrain,Arabic,Arabic,1
BHR,ERI,Bahrain,Arabic,,0
BHR,ESH,Bahrain,Arabic,Arabic,1
BHR,ESP,Bahrain,Arabic,Spanish,0
BHR,EST,Bahrain,Arabic,15,0
BHR,ETH,Bahrain,Arabic,,0
BHR,FIN,Bahrain,Arabic,Swedish,0
BHR,FJI,Bahrain,Arabic,English,0
BHR,FLK,Bahrain,Arabic,English,0
BHR,FRA,Bahrain,Arabic,French,0
BHR,FRO,Bahrain,Arabic,English,0
BHR,FSM,Bahrain,Arabic,,0
BHR,FXX,Bahrain,Arabic,French,0
BHR,GAB,Bahrain,Arabic,French,0
BHR,GBR,Bahrain,Arabic,English,0
BHR,GEO,Bahrain,Arabic,15,0
BHR,GHA,Bahrain,Arabic,English,0
BHR,GIB,Bahrain,Arabic,English,0
BHR,GIN,Bahrain,Arabic,French,0
BHR,GLP,Bahrain,Arabic,French,0
BHR,GMB,Bahrain,Arabic,English,0
BHR,GNB,Bahrain,Arabic,Portuguese,0
BHR,GNQ,Bahrain,Arabic,Spanish,0
BHR,GRC,Bahrain,Arabic,Greek,0
BHR,GRD,Bahrain,Arabic,Spanish,0
BHR,GRL,Bahrain,Arabic,,0
BHR,GTM,Bahrain,Arabic,Spanish,0
BHR,GUF,Bahrain,Arabic,French,0
BHR,GUM,Bahrain,Arabic,English,0
BHR,GUY,Bahrain,Arabic,English,0
BHR,HKG,Bahrain,Arabic,English,0
BHR,HMD,Bahrain,Arabic,English,0
BHR,HND,Bahrain,Arabic,Spanish,0
BHR,HRV,Bahrain,Arabic,,0
BHR,HTI,Bahrain,Arabic,French,0
BHR,HUN,Bahrain,Arabic,,0
BHR,IDN,Bahrain,Arabic,,0
BHR,IND,Bahrain,Arabic,English,0
BHR,IOT,Bahrain,Arabic,English,0
BHR,IRL,Bahrain,Arabic,English,0
BHR,IRN,Bahrain,Arabic,Persian,0
BHR,IRQ,Bahrain,Arabic,Arabic,1
BHR,ISL,Bahrain,Arabic,,0
BHR,ISR,Bahrain,Arabic,,0
BHR,ITA,Bahrain,Arabic,,0
BHR,JAM,Bahrain,Arabic,English,0
BHR,JOR,Bahrain,Arabic,Arabic,1
BHR,JPN,Bahrain,Arabic,,0
BHR,KAZ,Bahrain,Arabic,15,0
BHR,KEN,Bahrain,Arabic,English,0
BHR,KGZ,Bahrain,Arabic,15,0
BHR,KHM,Bahrain,Arabic,,0
BHR,KIR,Bahrain,Arabic,English,0
BHR,KNA,Bahrain,Arabic,English,0
BHR,KOR,Bahrain,Arabic,Korean,0
BHR,KWT,Bahrain,Arabic,Arabic,1
BHR,LAO,Bahrain,Arabic,,0
BHR,LBN,Bahrain,Arabic,Arabic,1
BHR,LBR,Bahrain,Arabic,English,0
BHR,LBY,Bahrain,Arabic,Arabic,1
BHR,LCA,Bahrain,Arabic,Spanish,0
BHR,LIE,Bahrain,Arabic,German,0
BHR,LKA,Bahrain,Arabic,,0
BHR,LSO,Bahrain,Arabic,,0
BHR,LTU,Bahrain,Arabic,15,0
BHR,LUX,Bahrain,Arabic,French,0
BHR,LVA,Bahrain,Arabic,15,0
BHR,MAC,Bahrain,Arabic,Portuguese,0
BHR,MAR,Bahrain,Arabic,Arabic,1
BHR,MCO,Bahrain,Arabic,French,0
BHR,MDA,Bahrain,Arabic,15,0
BHR,MDG,Bahrain,Arabic,French,0
BHR,MDV,Bahrain,Arabic,English,0
BHR,MEX,Bahrain,Arabic,Spanish,0
BHR,MHL,Bahrain,Arabic,English,0
BHR,MKD,Bahrain,Arabic,,0
BHR,MLI,Bahrain,Arabic,French,0
BHR,MLT,Bahrain,Arabic,English,0
BHR,MMR,Bahrain,Arabic,Burmese,0
BHR,MNG,Bahrain,Arabic,,0
BHR,MNP,Bahrain,Arabic,English,0
BHR,MOZ,Bahrain,Arabic,Portuguese,0
BHR,MRT,Bahrain,Arabic,Arabic,1
BHR,MSR,Bahrain,Arabic,French,0
BHR,MTQ,Bahrain,Arabic,French,0
BHR,MUS,Bahrain,Arabic,English,0
BHR,MWI,Bahrain,Arabic,English,0
BHR,MYS,Bahrain,Arabic,Malay,0
BHR,MYT,Bahrain,Arabic,French,0
BHR,NAM,Bahrain,Arabic,,0
BHR,NCL,Bahrain,Arabic,French,0
BHR,NER,Bahrain,Arabic,French,0
BHR,NFK,Bahrain,Arabic,English,0
BHR,NGA,Bahrain,Arabic,English,0
BHR,NIC,Bahrain,Arabic,Spanish,0
BHR,NIU,Bahrain,Arabic,,0
BHR,NLD,Bahrain,Arabic,Dutch,0
BHR,NOR,Bahrain,Arabic,,0
BHR,NPL,Bahrain,Arabic,,0
BHR,NRU,Bahrain,Arabic,,0
BHR,NTZ,Bahrain,Arabic,,0
BHR,NZL,Bahrain,Arabic,English,0
BHR,OMN,Bahrain,Arabic,Arabic,1
BHR,PAK,Bahrain,Arabic,,0
BHR,PAN,Bahrain,Arabic,Spanish,0
BHR,PCN,Bahrain,Arabic,,0
BHR,PER,Bahrain,Arabic,Spanish,0
BHR,PHL,Bahrain,Arabic,English,0
BHR,PLW,Bahrain,Arabic,English,0
BHR,PNG,Bahrain,Arabic,,0
BHR,POL,Bahrain,Arabic,,0
BHR,PRI,Bahrain,Arabic,English,0
BHR,PRK,Bahrain,Arabic,Korean,0
BHR,PRT,Bahrain,Arabic,Portuguese,0
BHR,PRY,Bahrain,Arabic,Spanish,0
BHR,PYF,Bahrain,Arabic,French,0
BHR,QAT,Bahrain,Arabic,Arabic,1
BHR,REU,Bahrain,Arabic,French,0
BHR,ROM,Bahrain,Arabic,,0
BHR,RUS,Bahrain,Arabic,15,0
BHR,RWA,Bahrain,Arabic,French,0
BHR,SAU,Bahrain,Arabic,Arabic,1
BHR,SDN,Bahrain,Arabic,Arabic,1
BHR,SEN,Bahrain,Arabic,French,0
BHR,SGP,Bahrain,Arabic,Malay,0
BHR,SGS,Bahrain,Arabic,English,0
BHR,SHN,Bahrain,Arabic,English,0
BHR,SJM,Bahrain,Arabic,English,0
BHR,SLB,Bahrain,Arabic,English,0
BHR,SLE,Bahrain,Arabic,English,0
BHR,SLV,Bahrain,Arabic,Spanish,0
BHR,SMR,Bahrain,Arabic,,0
BHR,SOM,Bahrain,Arabic,,0
BHR,SPM,Bahrain,Arabic,Spanish,0
BHR,STP,Bahrain,Arabic,Portuguese,0
BHR,SUN,Bahrain,Arabic,15,0
BHR,SUR,Bahrain,Arabic,Dutch,0
BHR,SVK,Bahrain,Arabic,,0
BHR,SVN,Bahrain,Arabic,,0
BHR,SWE,Bahrain,Arabic,Swedish,0
BHR,SWZ,Bahrain,Arabic,English,0
BHR,SYC,Bahrain,Arabic,English,0
BHR,SYR,Bahrain,Arabic,Arabic,1
BHR,TCA,Bahrain,Arabic,,0
BHR,TCD,Bahrain,Arabic,French,0
BHR,TGO,Bahrain,Arabic,French,0
BHR,THA,Bahrain,Arabic,,0
BHR,TJK,Bahrain,Arabic,15,0
BHR,TKL,Bahrain,Arabic,,0
BHR,TKM,Bahrain,Arabic,15,0
BHR,TMP,Bahrain,Arabic,,0
BHR,TON,Bahrain,Arabic,,0
BHR,TTO,Bahrain,Arabic,English,0
BHR,TUN,Bahrain,Arabic,Arabic,1
BHR,TUR,Bahrain,Arabic,,0
BHR,TUV,Bahrain,Arabic,,0
BHR,TWN,Bahrain,Arabic,Chinese,0
BHR,TZA,Bahrain,Arabic,,0
BHR,UGA,Bahrain,Arabic,English,0
BHR,UKR,Bahrain,Arabic,15,0
BHR,UMI,Bahrain,Arabic,English,0
BHR,URY,Bahrain,Arabic,Spanish,0
BHR,USA,Bahrain,Arabic,English,0
BHR,UZB,Bahrain,Arabic,15,0
BHR,VAT,Bahrain,Arabic,,0
BHR,VCT,Bahrain,Arabic,English,0
BHR,VEN,Bahrain,Arabic,Spanish,0
BHR,VGB,Bahrain,Arabic,English,0
BHR,VIR,Bahrain,Arabic,English,0
BHR,VNM,Bahrain,Arabic,,0
BHR,VUT,Bahrain,Arabic,,0
BHR,WLF,Bahrain,Arabic,,0
BHR,WSM,Bahrain,Arabic,,0
BHR,YEM,Bahrain,Arabic,Arabic,1
BHR,YMD,Bahrain,Arabic,,0
BHR,YUG,Bahrain,Arabic,,0
BHR,ZAF,Bahrain,Arabic,English,0
BHR,ZAR,Bahrain,Arabic,French,0
BHR,ZMB,Bahrain,Arabic,English,0
BHR,ZWE,Bahrain,Arabic,English,0
BHS,ABW,Bahamas,English,,0
BHS,AFG,Bahamas,English,Persian,0
BHS,AGO,Bahamas,English,Portuguese,0
BHS,AIA,Bahamas,English,Spanish,0
BHS,ALB,Bahamas,English,,0
BHS,AND,Bahamas,English,Spanish,0
BHS,ANT,Bahamas,English,,0
BHS,ARE,Bahamas,English,Arabic,0
BHS,ARG,Bahamas,English,Spanish,0
BHS,ARM,Bahamas,English,15,0
BHS,ASM,Bahamas,English,English,1
BHS,ATA,Bahamas,English,,0
BHS,ATF,Bahamas,English,French,0
BHS,ATG,Bahamas,English,Spanish,0
BHS,AUS,Bahamas,English,English,1
BHS,AUT,Bahamas,English,German,0
BHS,AZE,Bahamas,English,15,0
BHS,BDI,Bahamas,English,French,0
BHS,BEL,Bahamas,English,French,0
BHS,BEN,Bahamas,English,French,0
BHS,BFA,Bahamas,English,French,0
BHS,BGD,Bahamas,English,,0
BHS,BGR,Bahamas,English,,0
BHS,BHR,Bahamas,English,Arabic,0
BHS,BHS,Bahamas,English,English,1
BHS,BIH,Bahamas,English,,0
BHS,BLR,Bahamas,English,15,0
BHS,BLZ,Bahamas,English,English,1
BHS,BMU,Bahamas,English,English,1
BHS,BOL,Bahamas,English,Spanish,0
BHS,BRA,Bahamas,English,Portuguese,0
BHS,BRB,Bahamas,English,English,1
BHS,BRN,Bahamas,English,Malay,0
BHS,BTN,Bahamas,English,Burmese,0
BHS,BUR,Bahamas,English,,0
BHS,BVT,Bahamas,English,,0
BHS,BWA,Bahamas,English,,0
BHS,BYS,Bahamas,English,15,0
BHS,CAF,Bahamas,English,French,0
BHS,CAN,Bahamas,English,English,1
BHS,CCK,Bahamas,English,English,1
BHS,CHE,Bahamas,English,German,0
BHS,CHL,Bahamas,English,Spanish,0
BHS,CHN,Bahamas,English,Chinese,0
BHS,CIV,Bahamas,English,French,0
BHS,CMR,Bahamas,English,French,0
BHS,COG,Bahamas,English,French,0
BHS,COK,Bahamas,English,English,1
BHS,COL,Bahamas,English,Spanish,0
BHS,COM,Bahamas,English,Arabic,0
BHS,CPV,Bahamas,English,Portuguese,0
BHS,CRI,Bahamas,English,Spanish,0
BHS,CSK,Bahamas,English,,0
BHS,CUB,Bahamas,English,Spanish,0
BHS,CXR,Bahamas,English,English,1
BHS,CYM,Bahamas,English,English,1
BHS,CYP,Bahamas,English,Greek,0
BHS,CZE,Bahamas,English,,0
BHS,DDR,Bahamas,English,German,0
BHS,DEU,Bahamas,English,German,0
BHS,DJI,Bahamas,English,French,0
BHS,DMA,Bahamas,English,Spanish,0
BHS,DNK,Bahamas,English,,0
BHS,DOM,Bahamas,English,Spanish,0
BHS,DZA,Bahamas,English,Arabic,0
BHS,ECU,Bahamas,English,Spanish,0
BHS,EGY,Bahamas,English,Arabic,0
BHS,ERI,Bahamas,English,,0
BHS,ESH,Bahamas,English,Arabic,0
BHS,ESP,Bahamas,English,Spanish,0
BHS,EST,Bahamas,English,15,0
BHS,ETH,Bahamas,English,,0
BHS,FIN,Bahamas,English,Swedish,0
BHS,FJI,Bahamas,English,English,1
BHS,FLK,Bahamas,English,English,1
BHS,FRA,Bahamas,English,French,0
BHS,FRO,Bahamas,English,English,1
BHS,FSM,Bahamas,English,,0
BHS,FXX,Bahamas,English,French,0
BHS,GAB,Bahamas,English,French,0
BHS,GBR,Bahamas,English,English,1
BHS,GEO,Bahamas,English,15,0
BHS,GHA,Bahamas,English,English,1
BHS,GIB,Bahamas,English,English,1
BHS,GIN,Bahamas,English,French,0
BHS,GLP,Bahamas,English,French,0
BHS,GMB,Bahamas,English,English,1
BHS,GNB,Bahamas,English,Portuguese,0
BHS,GNQ,Bahamas,English,Spanish,0
BHS,GRC,Bahamas,English,Greek,0
BHS,GRD,Bahamas,English,Spanish,0
BHS,GRL,Bahamas,English,,0
BHS,GTM,Bahamas,English,Spanish,0
BHS,GUF,Bahamas,English,French,0
BHS,GUM,Bahamas,English,English,1
BHS,GUY,Bahamas,English,English,1
BHS,HKG,Bahamas,English,English,1
BHS,HMD,Bahamas,English,English,1
BHS,HND,Bahamas,English,Spanish,0
BHS,HRV,Bahamas,English,,0
BHS,HTI,Bahamas,English,French,0
BHS,HUN,Bahamas,English,,0
BHS,IDN,Bahamas,English,,0
BHS,IND,Bahamas,English,English,1
BHS,IOT,Bahamas,English,English,1
BHS,IRL,Bahamas,English,English,1
BHS,IRN,Bahamas,English,Persian,0
BHS,IRQ,Bahamas,English,Arabic,0
BHS,ISL,Bahamas,English,,0
BHS,ISR,Bahamas,English,,0
BHS,ITA,Bahamas,English,,0
BHS,JAM,Bahamas,English,English,1
BHS,JOR,Bahamas,English,Arabic,0
BHS,JPN,Bahamas,English,,0
BHS,KAZ,Bahamas,English,15,0
BHS,KEN,Bahamas,English,English,1
BHS,KGZ,Bahamas,English,15,0
BHS,KHM,Bahamas,English,,0
BHS,KIR,Bahamas,English,English,1
BHS,KNA,Bahamas,English,English,1
BHS,KOR,Bahamas,English,Korean,0
BHS,KWT,Bahamas,English,Arabic,0
BHS,LAO,Bahamas,English,,0
BHS,LBN,Bahamas,English,Arabic,0
BHS,LBR,Bahamas,English,English,1
BHS,LBY,Bahamas,English,Arabic,0
BHS,LCA,Bahamas,English,Spanish,0
BHS,LIE,Bahamas,English,German,0
BHS,LKA,Bahamas,English,,0
BHS,LSO,Bahamas,English,,0
BHS,LTU,Bahamas,English,15,0
BHS,LUX,Bahamas,English,French,0
BHS,LVA,Bahamas,English,15,0
BHS,MAC,Bahamas,English,Portuguese,0
BHS,MAR,Bahamas,English,Arabic,0
BHS,MCO,Bahamas,English,French,0
BHS,MDA,Bahamas,English,15,0
BHS,MDG,Bahamas,English,French,0
BHS,MDV,Bahamas,English,English,1
BHS,MEX,Bahamas,English,Spanish,0
BHS,MHL,Bahamas,English,English,1
BHS,MKD,Bahamas,English,,0
BHS,MLI,Bahamas,English,French,0
BHS,MLT,Bahamas,English,English,1
BHS,MMR,Bahamas,English,Burmese,0
BHS,MNG,Bahamas,English,,0
BHS,MNP,Bahamas,English,English,1
BHS,MOZ,Bahamas,English,Portuguese,0
BHS,MRT,Bahamas,English,Arabic,0
BHS,MSR,Bahamas,English,French,0
BHS,MTQ,Bahamas,English,French,0
BHS,MUS,Bahamas,English,English,1
BHS,MWI,Bahamas,English,English,1
BHS,MYS,Bahamas,English,Malay,0
BHS,MYT,Bahamas,English,French,0
BHS,NAM,Bahamas,English,,0
BHS,NCL,Bahamas,English,French,0
BHS,NER,Bahamas,English,French,0
BHS,NFK,Bahamas,English,English,1
BHS,NGA,Bahamas,English,English,1
BHS,NIC,Bahamas,English,Spanish,0
BHS,NIU,Bahamas,English,,0
BHS,NLD,Bahamas,English,Dutch,0
