ccode,pcode,km
COL,BOL,2427
COL,BRA,3751
COL,BRN,18590
COL,BTN,16136
COL,BWA,11300
COL,CAF,10330
COL,CAN,4553
COL,CHE,9166
COL,CHL,4226
COL,CHN,15021
COL,CIV,7949
COL,CMR,9590
COL,COG,10080
COL,COL,
COL,CRI,6009
COL,CSK,9601
COL,CUB,2222
COL,CYP,11397
COL,CZE,9601
COL,DDR,9523
COL,DEU,9523
COL,DJI,12976
COL,DMA,1927
COL,DNK,9458
COL,DOM,1661
COL,DZA,8665
COL,ECU,621
COL,EGY,11326
COL,ERI,12447
COL,ESP,8151
COL,EST,10154
COL,ETH,12522
COL,FIN,10156
COL,FJI,11927
COL,FRA,8720
COL,GAB,9410
COL,GBR,8599
COL,GEO,12099
COL,GER,9523
COL,GHA,8307
COL,GIN,6828
COL,GMB,6498
COL,GNB,6575
COL,GRC,10465
COL,GRD,1695
COL,GTM,2012
COL,GUF,2539
COL,GUY,6722
COL,HKG,16916
COL,HND,1710
COL,HRV,9756
COL,HTI,1584
COL,HUN,9973
COL,IDN,19799
COL,IND,15338
COL,IRL,8239
COL,IRN,12911
COL,IRQ,12420
COL,ISL,7892
COL,ISR,11660
COL,ITA,9480
COL,JAM,1529
COL,JOR,11696
COL,JPN,14339
COL,KAZ,14043
COL,KEN,12427
COL,KGZ,13960
COL,KHM,18297
COL,KNA,1970
COL,KOR,14875
COL,KWT,12913
COL,LAO,17586
COL,LBN,11616
COL,LBR,7162
COL,LBY,9616
COL,LCA,1878
COL,LKA,16987
COL,LTU,10288
COL,LUX,9012
COL,LVA,10168
COL,MAC,15871
COL,MAR,7688
COL,MDA,10718
COL,MDG,13590
COL,MDV,16402
COL,MEX,3095
COL,MKD,10172
COL,MLI,7425
COL,MLT,9699
COL,MMR,17531
COL,MNG,14222
COL,MOZ,11981
COL,MRT,6610
COL,MUS,14599
COL,MWI,12144
COL,MYS,19130
COL,NAM,10426
COL,NCL,13163
COL,NER,8515
COL,NGA,8681
COL,NIC,1496
COL,NLD,8929
COL,NOR,9350
COL,NPL,15919
COL,NZL,12057
COL,OMN,14122
COL,PAK,14830
COL,PAN,663
COL,PER,1844
COL,PHL,17341
COL,PNG,15364
COL,POL,10051
COL,PRK,14777
COL,PRT,7636
COL,PRY,3803
COL,PYF,8512
COL,QAT,13400
COL,ROM,10564
COL,RUS,11006
COL,RWA,11718
COL,SAU,12954
COL,SDN,11748
COL,SEN,6429
COL,SER,10106
COL,SGP,19411
COL,SLB,13689
COL,SLE,6857
COL,SLV,1870
COL,SOM,13361
COL,SUR,2212
COL,SVK,9821
COL,SVN,9638
COL,SWE,9782
COL,SWZ,11848
COL,SYC,14553
COL,SYR,11703
COL,TCD,9932
COL,TGO,8453
COL,THA,17999
COL,TJK,14035
COL,TKM,13236
COL,TON,12391
COL,TTO,1657
COL,TUN,9303
COL,TUR,11200
COL,TWN,16324
COL,TZA,12757
COL,UGA,11954
COL,UKR,10717
COL,URY,4770
COL,USA,3851
COL,UZB,13802
COL,VEN,1148
COL,VNM,17221
COL,VUT,12998
COL,YDR,12996
COL,YEM,12996
COL,YUG,10106
COL,ZAF,10602
COL,ZAR,10085
COL,ZMB,11583
COL,ZWE,11879
CRI,ABW,5841
CRI,AFG,11989
CRI,AGO,14507
CRI,ALB,10460
CRI,AND,9474
CRI,ARE,13175
CRI,ARG,10349
CRI,ARM,11304
CRI,AUS,12229
CRI,AUT,9664
CRI,AZE,11354
CRI,BDI,15261
CRI,BEN,12506
CRI,BFA,11537
CRI,BGD,12456
CRI,BGR,10488
CRI,BHR,12927
CRI,BHS,4427
CRI,BIH,10158
CRI,BLR,9472
CRI,BLX,8935
CRI,BLZ,3965
CRI,BMU,12264
CRI,BOL,8209
CRI,BRA,9735
CRI,BRN,12582
CRI,BTN,12115
CRI,BWA,16645
CRI,CAF,13822
CRI,CAN,3930
CRI,CHE,9408
CRI,CHL,9508
CRI,CHN,9625
CRI,CIV,12137
CRI,CMR,13412
CRI,COG,14326
CRI,COL,6009
CRI,CRI,
CRI,CSK,9406
CRI,CUB,4096
CRI,CYP,11579
CRI,CZE,9406
CRI,DDR,9158
CRI,DEU,9158
CRI,DJI,14379
CRI,DMA,6400
CRI,DNK,8842
CRI,DOM,5493
CRI,DZA,10056
CRI,ECU,6119
CRI,EGY,12037
CRI,ERI,13849
CRI,ESP,9368
CRI,EST,8840
CRI,ETH,14495
CRI,FIN,8783
CRI,FJI,8789
CRI,FRA,9005
CRI,GAB,13523
CRI,GBR,8665
CRI,GEO,11142
CRI,GER,9158
CRI,GHA,12376
CRI,GIN,10988
CRI,GMB,10429
CRI,GNB,10596
CRI,GRC,10934
CRI,GRD,6581
CRI,GTM,4034
CRI,GUF,7926
CRI,GUY,10610
CRI,HKG,11188
CRI,HND,4304
CRI,HRV,9874
CRI,HTI,5261
CRI,HUN,9852
CRI,IDN,14051
CRI,IND,12467
CRI,IRL,8222
CRI,IRN,11917
CRI,IRQ,12063
CRI,ISL,6805
CRI,ISR,12021
CRI,ITA,10106
CRI,JAM,4883
CRI,JOR,12024
CRI,JPN,8388
CRI,KAZ,10874
CRI,KEN,15451
CRI,KGZ,10958
CRI,KHM,12777
CRI,KNA,6159
CRI,KOR,9131
CRI,KWT,12564
CRI,LAO,12372
CRI,LBN,11810
CRI,LBR,11462
CRI,LBY,10833
CRI,LCA,6519
CRI,LKA,14626
CRI,LTU,9331
CRI,LUX,9119
CRI,LVA,9071
CRI,MAC,10248
CRI,MAR,9654
CRI,MDA,10196
CRI,MDG,17704
CRI,MDV,15174
CRI,MEX,2993
CRI,MKD,10431
CRI,MLI,11188
CRI,MLT,10734
CRI,MMR,12855
CRI,MNG,9393
CRI,MOZ,17287
CRI,MRT,10151
CRI,MUS,18129
CRI,MWI,16449
CRI,MYS,13705
CRI,NAM,15787
CRI,NCL,10021
CRI,NER,11917
CRI,NGA,12575
CRI,NIC,4533
CRI,NLD,8805
CRI,NOR,8403
CRI,NPL,12301
CRI,NZL,10880
CRI,OMN,13288
CRI,PAK,13098
CRI,PAN,5345
CRI,PER,7227
CRI,PHL,11346
CRI,PNG,10743
CRI,POL,9451
CRI,PRK,9105
CRI,PRT,9157
CRI,PRY,9691
CRI,PYF,6735
CRI,QAT,13041
CRI,ROM,10405
CRI,RUS,9529
CRI,RWA,15172
CRI,SAU,13067
CRI,SDN,13591
CRI,SEN,10304
CRI,SER,10171
CRI,SGP,13710
CRI,SLB,9448
CRI,SLE,11082
CRI,SLV,4172
CRI,SOM,15468
CRI,SUR,7600
CRI,SVK,9697
CRI,SVN,9788
CRI,SWE,8679
CRI,SWZ,17216
CRI,SYC,16395
CRI,SYR,11860
CRI,TCD,12938
CRI,TGO,12425
CRI,THA,12877
CRI,TJK,11561
CRI,TKM,11658
CRI,TON,9162
CRI,TTO,6731
CRI,TUN,10453
CRI,TUR,11094
CRI,TWN,10459
CRI,TZA,16116
CRI,UGA,15099
CRI,UKR,9932
CRI,URY,10506
CRI,USA,3896
CRI,UZB,11214
CRI,VEN,6278
CRI,VNM,11869
CRI,VUT,9535
CRI,YDR,14013
CRI,YEM,14013
CRI,YUG,10171
CRI,ZAF,16437
CRI,ZAR,14332
CRI,ZMB,16229
CRI,ZWE,16629
CSK,ABW,8571
CSK,AFG,4733
CSK,AGO,6524
CSK,ALB,1064
CSK,AND,1318
CSK,ARE,4480
CSK,ARG,11799
CSK,ARM,2596
CSK,AUS,16068
CSK,AUT,258
CSK,AZE,2963
CSK,BDI,6125
CSK,BEN,4975
CSK,BFA,4725
CSK,BGD,7053
CSK,BGR,1094
CSK,BHR,4077
CSK,BHS,8015
CSK,BIH,759
CSK,BLR,1006
CSK,BLX,716
CSK,BLZ,9396
CSK,BMU,4568
CSK,BOL,10878
CSK,BRA,9462
CSK,BRN,10366
CSK,BTN,6699
CSK,BWA,8374
CSK,CAF,5101
CSK,CAN,6331
CSK,CHE,538
CSK,CHL,12451
CSK,CHN,7501
CSK,CIV,5285
CSK,CMR,5193
CSK,COG,6038
CSK,COL,9601
CSK,CRI,9406
CSK,CSK,
CSK,CUB,8521
CSK,CYP,2269
CSK,CZE,
CSK,DDR,261
CSK,DEU,261
CSK,DJI,5033
CSK,DMA,7704
CSK,DNK,609
CSK,DOM,8039
CSK,DZA,1761
CSK,ECU,10220
CSK,EGY,2642
CSK,ERI,4463
CSK,ESP,1760
CSK,EST,1238
CSK,ETH,5090
CSK,FIN,1306
CSK,FJI,16223
CSK,FRA,892
CSK,GAB,5553
CSK,GBR,1021
CSK,GEO,2521
CSK,GER,261
CSK,GHA,5162
CSK,GIN,5209
CSK,GMB,4947
CSK,GNB,5050
CSK,GRC,1529
CSK,GRD,8001
CSK,GTM,9808
CSK,GUF,7969
CSK,GUY,4856
CSK,HKG,8814
CSK,HND,9622
CSK,HRV,492
CSK,HTI,8222
CSK,HUN,466
CSK,IDN,10700
CSK,IND,5741
CSK,IRL,1448
CSK,IRN,3392
CSK,IRQ,3090
CSK,ISL,2618
CSK,ISR,2699
CSK,ITA,962
CSK,JAM,8572
CSK,JOR,2713
CSK,JPN,9112
CSK,KAZ,4709
CSK,KEN,6088
CSK,KGZ,4568
CSK,KHM,9079
CSK,KNA,7632
CSK,KOR,8299
CSK,KWT,3659
CSK,LAO,8401
CSK,LBN,2522
CSK,LBR,5403
CSK,LBY,1760
CSK,LCA,7784
CSK,LKA,7703
CSK,LTU,909
CSK,LUX,593
CSK,LVA,1005
CSK,MAC,8237
CSK,MAR,2565
CSK,MDA,1129
CSK,MDG,8302
CSK,MDV,7508
CSK,MEX,9945
CSK,MKD,1026
CSK,MLI,4635
CSK,MLT,1579
CSK,MMR,8049
CSK,MNG,6315
CSK,MOZ,8613
CSK,MRT,4458
CSK,MUS,8888
CSK,MWI,7334
CSK,MYS,9559
CSK,NAM,8069
CSK,NCL,16097
CSK,NER,4241
CSK,NGA,4985
CSK,NIC,9729
CSK,NLD,720
CSK,NOR,1085
CSK,NPL,6390
CSK,NZL,18226
CSK,OMN,4829
CSK,PAK,5326
CSK,PAN,9547
CSK,PER,11143
CSK,PHL,9926
CSK,PNG,13776
CSK,POL,525
CSK,PRK,8065
CSK,PRT,2253
CSK,PRY,10941
CSK,PYF,16119
CSK,QAT,4219
CSK,ROM,1102
CSK,RUS,1663
CSK,RWA,5987
CSK,SAU,3984
CSK,SDN,4198
CSK,SEN,4891
CSK,SER,769
CSK,SGP,9871
CSK,SLB,14676
CSK,SLE,5300
CSK,SLV,9793
CSK,SOM,6098
CSK,SUR,8090
CSK,SVK,297
CSK,SVN,447
CSK,SWE,1047
CSK,SWZ,8653
CSK,SYC,7259
CSK,SYR,2591
CSK,TCD,4228
CSK,TGO,5046
CSK,THA,8601
CSK,TJK,4469
CSK,TKM,3639
CSK,TON,16116
CSK,TTO,8110
CSK,TUN,1546
CSK,TUR,1848
CSK,TWN,9038
CSK,TZA,6746
CSK,UGA,5814
CSK,UKR,1128
CSK,URY,11684
CSK,USA,6899
CSK,UZB,4289
CSK,VEN,8488
CSK,VNM,8335
CSK,VUT,15769
CSK,YDR,4721
CSK,YEM,4721
CSK,YUG,769
CSK,ZAF,9323
CSK,ZAR,6042
CSK,ZMB,7421
CSK,ZWE,7741
CUB,ABW,1760
CUB,AFG,12976
CUB,AGO,10944
CUB,ALB,9295
CUB,AND,7810
CUB,ARE,12984
CUB,ARG,6885
CUB,ARM,11101
CUB,AUS,14935
CUB,AUT,8731
CUB,AZE,11418
CUB,BDI,12383
CUB,BEN,9218
CUB,BFA,8223
CUB,BGD,14780
CUB,BGR,9492
CUB,BHR,12568
CUB,BHS,559
CUB,BIH,9070
CUB,BLR,9174
CUB,BLX,7821
CUB,BLZ,878
CUB,BMU,12955
CUB,BOL,4648
CUB,BRA,5719
CUB,BRN,16471
CUB,BTN,14351
CUB,BWA,12779
CUB,CAF,10883
CUB,CAN,2547
CUB,CHE,8205
CUB,CHL,6404
CUB,CHN,12814
CUB,CIV,8666
CUB,CMR,10236
CUB,COG,10962
CUB,COL,2222
CUB,CRI,4096
CUB,CSK,8521
CUB,CUB,
CUB,CYP,10661
CUB,CZE,8521
CUB,DDR,8371
CUB,DEU,8371
CUB,DJI,12956
CUB,DMA,2355
CUB,DNK,8209
CUB,DOM,1423
CUB,DZA,8118
CUB,ECU,2620
CUB,EGY,10794
CUB,ERI,12346
CUB,ESP,7473
CUB,EST,8735
CUB,ETH,12673
CUB,FIN,8717
CUB,FJI,11729
CUB,FRA,7726
CUB,GAB,10183
CUB,GBR,7507
CUB,GEO,11005
CUB,GER,8371
CUB,GHA,8985
CUB,GIN,7458
CUB,GMB,6977
CUB,GNB,7110
CUB,GRC,9736
CUB,GRD,2495
CUB,GTM,1288
CUB,GUF,3836
CUB,GUY,7194
CUB,HKG,14695
CUB,HND,1129
CUB,HRV,8812
CUB,HTI,1172
CUB,HUN,8961
CUB,IDN,17940
CUB,IND,13907
CUB,IRL,7073
CUB,IRN,11898
CUB,IRQ,11595
CUB,ISL,6313
CUB,ISR,11027
CUB,ITA,8706
CUB,JAM,801
CUB,JOR,11054
CUB,JPN,12191
CUB,KAZ,12361
CUB,KEN,13007
CUB,KGZ,12327
CUB,KHM,16145
CUB,KNA,2139
CUB,KOR,12659
CUB,KWT,12156
CUB,LAO,15493
CUB,LBN,10911
CUB,LBR,7891
CUB,LBY,9100
CUB,LCA,2457
CUB,LKA,16181
CUB,LTU,9004
CUB,LUX,7982
CUB,LVA,8823
CUB,MAC,13650
CUB,MAR,7288
CUB,MDA,9635
CUB,MDG,14797
CUB,MDV,16022
CUB,MEX,1800
CUB,MKD,9328
CUB,MLI,7882
CUB,MLT,9116
CUB,MMR,15642
CUB,MNG,12091
CUB,MOZ,13475
CUB,MRT,6884
CUB,MUS,15860
CUB,MWI,13223
CUB,MYS,17110
CUB,NAM,11880
CUB,NCL,13074
CUB,NER,8875
CUB,NGA,9295
CUB,NIC,1295
CUB,NLD,7803
CUB,NOR,7974
CUB,NPL,14266
CUB,NZL,12770
CUB,OMN,13348
CUB,PAK,13795
CUB,PAN,1646
CUB,PER,3954
CUB,PHL,15193
CUB,PNG,14584
CUB,POL,8870
CUB,PRK,12556
CUB,PRT,7030
CUB,PRY,6004
CUB,PYF,8575
CUB,QAT,12709
CUB,ROM,9602
CUB,RUS,9613
CUB,RWA,12392
CUB,SAU,12390
CUB,SDN,11739
CUB,SEN,6872
CUB,SER,9180
CUB,SGP,17279
CUB,SLB,13043
CUB,SLE,7526
CUB,SLV,1276
CUB,SOM,13707
CUB,SUR,3506
CUB,SVK,8792
CUB,SVN,8694
CUB,SWE,8397
CUB,SWZ,13364
CUB,SYC,15062
CUB,SYR,10993
CUB,TCD,10230
CUB,TGO,9091
CUB,THA,15974
CUB,TJK,12597
CUB,TKM,12040
CUB,TON,12189
CUB,TTO,2638
CUB,TUN,8724
CUB,TUR,10328
CUB,TWN,14116
CUB,TZA,13523
CUB,UGA,12524
CUB,UKR,9538
CUB,URY,6989
CUB,USA,1832
CUB,UZB,12298
CUB,VEN,2189
CUB,VNM,15068
CUB,VUT,12728
CUB,YDR,12817
CUB,YEM,12817
CUB,YUG,9180
CUB,ZAF,12353
CUB,ZAR,10968
CUB,ZMB,12757
CUB,ZWE,13122
CYP,ABW,10423
CYP,AFG,3257
CYP,AGO,5308
CYP,ALB,1366
CYP,AND,2878
CYP,ARE,2349
CYP,ARG,12272
CYP,ARM,1129
CYP,AUS,14307
CYP,AUT,2022
CYP,AZE,1564
CYP,BDI,4312
CYP,BEN,4485
CYP,BFA,4756
CYP,BGD,5603
CYP,BGR,1195
CYP,BHR,1922
CYP,BHS,10129
CYP,BIH,1607
CYP,BLR,2136
CYP,BLX,2900
CYP,BLZ,11538
CYP,BMU,2916
CYP,BOL,12087
CYP,BRA,10210
CYP,BRN,8931
CYP,BTN,5350
CYP,BWA,6691
CYP,CAF,3774
CYP,CAN,8586
CYP,CHE,2475
CYP,CHL,13211
CYP,CHN,7085
CYP,CIV,5052
CYP,CMR,4196
CYP,COG,4775
CYP,COL,11397
CYP,CRI,11579
CYP,CSK,2269
CYP,CUB,10661
CYP,CYP,
CYP,CZE,2269
CYP,DDR,2487
CYP,DEU,2487
CYP,DJI,2805
CYP,DMA,9472
CYP,DNK,2768
CYP,DOM,9979
CYP,DZA,2735
CYP,ECU,11991
CYP,EGY,608
CYP,ERI,2278
CYP,ESP,3267
CYP,EST,2776
CYP,ETH,2957
CYP,FIN,2841
CYP,FJI,16117
CYP,FRA,2954
CYP,GAB,4601
CYP,GBR,3214
CYP,GEO,1233
CYP,GER,2487
CYP,GHA,4782
CYP,GIN,5546
CYP,GMB,5545
CYP,GNB,5570
CYP,GRC,941
CYP,GRD,9712
CYP,GTM,11943
CYP,GUF,9328
CYP,GUY,5370
CYP,HKG,7815
CYP,HND,11722
CYP,HRV,1882
CYP,HTI,10198
CYP,HUN,1802
CYP,IDN,8899
CYP,IND,4180
CYP,IRL,3673
CYP,IRN,1626
CYP,IRQ,1027
CYP,ISL,4866
CYP,ISR,443
CYP,ITA,1966
CYP,JAM,10600
CYP,JOR,449
CYP,JPN,9071
CYP,KAZ,3823
CYP,KEN,4060
CYP,KGZ,3633
CYP,KHM,7594
CYP,KNA,9458
CYP,KOR,8029
CYP,KWT,1529
CYP,LAO,7024
CYP,LBN,255
CYP,LBR,5521
CYP,LBY,1818
CYP,LCA,9520
CYP,LKA,5690
CYP,LTU,2262
CYP,LUX,2724
CYP,LVA,2525
CYP,MAC,7569
CYP,MAR,3726
CYP,MDA,1391
CYP,MDG,6158
CYP,MDV,5370
CYP,MEX,12179
CYP,MKD,1338
CYP,MLI,4850
CYP,MLT,1708
CYP,MMR,6517
CYP,MNG,6056
CYP,MOZ,6767
CYP,MRT,5200
CYP,MUS,6655
CYP,MWI,5429
CYP,MYS,7838
CYP,NAM,6632
CYP,NCL,15273
CYP,NER,3973
CYP,NGA,4455
CYP,NIC,11795
CYP,NLD,2965
CYP,NOR,3185
CYP,NPL,4953
CYP,NZL,16608
CYP,OMN,2752
CYP,PAK,3442
CYP,PAN,11478
CYP,PER,12643
CYP,PHL,8861
CYP,PNG,12774
CYP,POL,2132
CYP,PRK,7816
CYP,PRT,3770
CYP,PRY,11668
CYP,PYF,18045
CYP,QAT,2061
CYP,ROM,1189
CYP,RUS,2281
CYP,RWA,4148
CYP,SAU,1741
CYP,SDN,2211
CYP,SEN,5548
CYP,SER,1523
CYP,SGP,8152
CYP,SLB,14159
CYP,SLE,5595
CYP,SLV,11910
CYP,SOM,3890
CYP,SUR,9535
CYP,SVK,1972
CYP,SVN,1995
CYP,SWE,2902
CYP,SWZ,6837
CYP,SYC,4997
CYP,SYR,333
CYP,TCD,3163
CYP,TGO,4618
CYP,THA,7080
CYP,TJK,3191
CYP,TKM,2159
CYP,TON,15767
CYP,TTO,9781
CYP,TUN,2098
CYP,TUR,495
CYP,TWN,8279
CYP,TZA,4682
CYP,UGA,3896
CYP,UKR,1681
CYP,URY,12105
CYP,USA,9128
CYP,UZB,3194
CYP,VEN,10249
CYP,VNM,7115
CYP,VUT,15206
CYP,YDR,2466
CYP,YEM,2466
CYP,YUG,1523
CYP,ZAF,7815
CYP,ZAR,4777
CYP,ZMB,5658
CYP,ZWE,5908
CZE,ABW,8571
CZE,AFG,4733
CZE,AGO,6524
CZE,ALB,1064
CZE,AND,1318
CZE,ARE,4480
CZE,ARG,11799
CZE,ARM,2596
CZE,AUS,16068
CZE,AUT,258
CZE,AZE,2963
CZE,BDI,6125
CZE,BEN,4975
CZE,BFA,4725
CZE,BGD,7053
CZE,BGR,1094
CZE,BHR,4077
CZE,BHS,8015
CZE,BIH,759
CZE,BLR,1006
CZE,BLX,716
CZE,BLZ,9396
CZE,BMU,4568
CZE,BOL,10878
CZE,BRA,9462
CZE,BRN,10366
CZE,BTN,6699
CZE,BWA,8374
CZE,CAF,5101
CZE,CAN,6331
CZE,CHE,538
CZE,CHL,12451
CZE,CHN,7501
CZE,CIV,5285
CZE,CMR,5193
CZE,COG,6038
CZE,COL,9601
CZE,CRI,9406
CZE,CSK,
CZE,CUB,8521
CZE,CYP,2269
CZE,CZE,
CZE,DDR,261
CZE,DEU,261
CZE,DJI,5033
CZE,DMA,7704
CZE,DNK,609
CZE,DOM,8039
CZE,DZA,1761
CZE,ECU,10220
CZE,EGY,2642
CZE,ERI,4463
CZE,ESP,1760
CZE,EST,1238
CZE,ETH,5090
CZE,FIN,1306
CZE,FJI,16223
CZE,FRA,892
CZE,GAB,5553
CZE,GBR,1021
CZE,GEO,2521
CZE,GER,261
CZE,GHA,5162
CZE,GIN,5209
CZE,GMB,4947
CZE,GNB,5050
CZE,GRC,1529
CZE,GRD,8001
CZE,GTM,9808
CZE,GUF,7969
CZE,GUY,4856
CZE,HKG,8814
CZE,HND,9622
CZE,HRV,492
CZE,HTI,8222
CZE,HUN,466
CZE,IDN,10700
CZE,IND,5741
CZE,IRL,1448
CZE,IRN,3392
CZE,IRQ,3090
CZE,ISL,2618
CZE,ISR,2699
CZE,ITA,962
CZE,JAM,8572
CZE,JOR,2713
CZE,JPN,9112
CZE,KAZ,4709
CZE,KEN,6088
CZE,KGZ,4568
CZE,KHM,9079
CZE,KNA,7632
CZE,KOR,8299
CZE,KWT,3659
CZE,LAO,8401
CZE,LBN,2522
CZE,LBR,5403
CZE,LBY,1760
CZE,LCA,7784
CZE,LKA,7703
CZE,LTU,909
CZE,LUX,593
CZE,LVA,1005
CZE,MAC,8237
CZE,MAR,2565
CZE,MDA,1129
CZE,MDG,8302
CZE,MDV,7508
CZE,MEX,9945
CZE,MKD,1026
CZE,MLI,4635
CZE,MLT,1579
CZE,MMR,8049
CZE,MNG,6315
CZE,MOZ,8613
CZE,MRT,4458
CZE,MUS,8888
CZE,MWI,7334
CZE,MYS,9559
CZE,NAM,8069
CZE,NCL,16097
CZE,NER,4241
CZE,NGA,4985
CZE,NIC,9729
CZE,NLD,720
CZE,NOR,1085
CZE,NPL,6390
CZE,NZL,18226
CZE,OMN,4829
CZE,PAK,5326
CZE,PAN,9547
CZE,PER,11143
CZE,PHL,9926
CZE,PNG,13776
CZE,POL,525
CZE,PRK,8065
CZE,PRT,2253
CZE,PRY,10941
CZE,PYF,16119
CZE,QAT,4219
CZE,ROM,1102
CZE,RUS,1663
CZE,RWA,5987
CZE,SAU,3984
CZE,SDN,4198
CZE,SEN,4891
CZE,SER,769
CZE,SGP,9871
CZE,SLB,14676
CZE,SLE,5300
CZE,SLV,9793
CZE,SOM,6098
CZE,SUR,8090
CZE,SVK,297
CZE,SVN,447
CZE,SWE,1047
CZE,SWZ,8653
CZE,SYC,7259
CZE,SYR,2591
CZE,TCD,4228
CZE,TGO,5046
CZE,THA,8601
CZE,TJK,4469
CZE,TKM,3639
CZE,TON,16116
CZE,TTO,8110
CZE,TUN,1546
CZE,TUR,1848
CZE,TWN,9038
CZE,TZA,6746
CZE,UGA,5814
CZE,UKR,1128
CZE,URY,11684
CZE,USA,6899
CZE,UZB,4289
CZE,VEN,8488
CZE,VNM,8335
CZE,VUT,15769
CZE,YDR,4721
CZE,YEM,4721
CZE,YUG,769
CZE,ZAF,9323
CZE,ZAR,6042
CZE,ZMB,7421
CZE,ZWE,7741
DDR,ABW,8488
DDR,AFG,4808
DDR,AGO,6775
DDR,ALB,1322
DDR,AND,1432
DDR,ARE,4652
DDR,ARG,11886
DDR,ARM,2730
DDR,AUS,16098
DDR,AUT,512
DDR,AZE,3073
DDR,BDI,6386
DDR,BEN,5198
DDR,BFA,4914
DDR,BGD,7099
DDR,BGR,1332
DDR,BHR,4257
DDR,BHS,7874
DDR,BIH,1017
DDR,BLR,971
DDR,BLX,659
DDR,BLZ,9243
DDR,BMU,4668
DDR,BOL,10882
DDR,BRA,9536
DDR,BRN,10386
DDR,BTN,6733
DDR,BWA,8635
DDR,CAF,5358
DDR,CAN,6139
DDR,CHE,668
DDR,CHL,12499
DDR,CHN,7414
DDR,CIV,5489
DDR,CMR,5440
DDR,COG,6292
DDR,COL,9523
DDR,CRI,9158
DDR,CSK,261
DDR,CUB,8371
DDR,CYP,2487
DDR,CZE,261
DDR,DDR,
DDR,DEU,
DDR,DJI,5268
DDR,DMA,7641
DDR,DNK,348
DDR,DOM,7939
DDR,DZA,1937
DDR,ECU,10143
DDR,EGY,2883
DDR,ERI,4703
DDR,ESP,1850
DDR,EST,1065
DDR,ETH,5337
DDR,FIN,1127
DDR,FJI,16027
DDR,FRA,890
DDR,GAB,5796
DDR,GBR,925
DDR,GEO,2642
DDR,GER,
DDR,GHA,5377
DDR,GIN,5365
DDR,GMB,5079
DDR,GNB,5189
DDR,GRC,1781
DDR,GRD,7947
DDR,GTM,9656
DDR,GUF,7972
DDR,GUY,4999
DDR,HKG,8785
DDR,HND,9481
DDR,HRV,753
DDR,HTI,8114
DDR,HUN,696
DDR,IDN,10778
DDR,IND,5815
DDR,IRL,1307
DDR,IRN,3528
DDR,IRQ,3268
DDR,ISL,2383
DDR,ISR,2923
DDR,ITA,1204
DDR,JAM,8451
DDR,JOR,2934
DDR,JPN,8972
DDR,KAZ,4713
DDR,KEN,6344
DDR,KGZ,4579
DDR,KHM,9115
DDR,KNA,7558
DDR,KOR,8189
DDR,KWT,3838
DDR,LAO,8425
DDR,LBN,2738
DDR,LBR,5577
DDR,LBY,2011
DDR,LCA,7726
DDR,LKA,7835
DDR,LTU,840
DDR,LUX,602
DDR,LVA,867
DDR,MAC,8172
DDR,MAR,2677
DDR,MDA,1265
DDR,MDG,8551
DDR,MDV,7668
DDR,MEX,9760
DDR,MKD,1279
DDR,MLI,4810
DDR,MLT,1833
DDR,MMR,8098
DDR,MNG,6223
DDR,MOZ,8875
DDR,MRT,4581
DDR,MUS,9125
DDR,MWI,7595
DDR,MYS,9629
DDR,NAM,8325
DDR,NCL,15975
DDR,NER,4458
DDR,NGA,5210
DDR,NIC,9594
DDR,NLD,594
DDR,NOR,824
DDR,NPL,6440
DDR,NZL,18163
DDR,OMN,4988
DDR,PAK,5450
DDR,PAN,9443
DDR,PER,11104
DDR,PHL,9897
DDR,PNG,13708
DDR,POL,529
DDR,PRK,7955
DDR,PRT,2316
DDR,PRY,11005
DDR,PYF,15863
DDR,QAT,4398
DDR,ROM,1305
DDR,RUS,1616
DDR,RWA,6248
DDR,SAU,4185
DDR,SDN,4452
DDR,SEN,5017
DDR,SER,1014
DDR,SGP,9940
DDR,SLB,14540
DDR,SLE,5459
DDR,SLV,9646
DDR,SOM,6337
DDR,SUR,8079
DDR,SVK,540
DDR,SVN,704
DDR,SWE,823
DDR,SWZ,8915
DDR,SYC,7484
DDR,SYR,2804
DDR,TCD,4482
DDR,TGO,5266
DDR,THA,8645
DDR,TJK,4524
DDR,TKM,3737
DDR,TON,15943
DDR,TTO,8063
DDR,TUN,1779
DDR,TUR,2049
DDR,TWN,8978
DDR,TZA,7000
DDR,UGA,6073
DDR,UKR,1197
DDR,URY,11778
DDR,USA,6721
DDR,UZB,4325
DDR,VEN,8422
DDR,VNM,8339
DDR,VUT,15623
DDR,YDR,4949
DDR,YEM,4949
DDR,YUG,1014
DDR,ZAF,9579
DDR,ZAR,6296
DDR,ZMB,7683
DDR,ZWE,8002
DEU,ABW,8488
DEU,AFG,4808
DEU,AGO,6775
DEU,ALB,1322
DEU,AND,1432
DEU,ARE,4652
DEU,ARG,11886
DEU,ARM,2730
DEU,AUS,16098
DEU,AUT,512
DEU,AZE,3073
DEU,BDI,6386
DEU,BEN,5198
DEU,BFA,4914
DEU,BGD,7099
DEU,BGR,1332
DEU,BHR,4257
DEU,BHS,7874
DEU,BIH,1017
DEU,BLR,971
DEU,BLX,659
DEU,BLZ,9243
DEU,BMU,4668
DEU,BOL,10882
DEU,BRA,9536
DEU,BRN,10386
